"행정구역","2021년07월_계_총인구수","2021년07월_계_연령구간인구수","2021년07월_계_0~9세","2021년07월_계_10~19세","2021년07월_계_20~29세","2021년07월_계_30~39세","2021년07월_계_40~49세","2021년07월_계_50~59세","2021년07월_계_60~69세","2021년07월_계_70~79세","2021년07월_계_80~89세","2021년07월_계_90~99세","2021년07월_계_100세 이상"
"경상북도 영주시 부석면(4721039000)","3,050","3,050","54","110","132","130","200","529","872","563","392","67","1"
"경상북도 영주시 상망동(4721051000)","7,664","7,664","450","905","742","556","1,214","1,350","1,186","775","417","67","2"
"경상북도 영주시 하망동(4721052500)","6,111","6,111","337","573","587","461","832","1,117","1,060","709","390","40","5"
"경상북도 영주시 영주1동(4721055000)","4,042","4,042","150","288","318","274","472","672","881","600","339","44","4"
"경상북도 영주시 영주2동(4721056000)","4,999","4,999","216","335","380","341","566","853","1,106","757","395","48","2"
"경상북도 영주시 휴천1동(4721059000)","6,611","6,611","456","863","698","500","1,114","1,201","889","551","301","36","2"
"경상북도 영주시 휴천2동(4721060000)","10,090","10,090","503","699","1,167","818","1,243","1,818","1,933","1,220","608","79","2"
"경상북도 영주시 휴천3동(4721061000)","7,852","7,852","408","678","905","616","1,002","1,549","1,458","778","394","63","1"
"경상북도 영주시 가흥1동(4721062000)","15,798","15,798","1,914","2,004","1,742","2,242","3,086","2,178","1,521","706","355","49","1"
"경상북도 영주시 가흥2동(4721063000)","8,002","8,002","519","786","864","774","1,224","1,382","1,294","698","404","54","3"
"경상북도 영천시 (4723000000)","101,856","101,856","5,632","6,645","9,958","9,212","12,406","18,006","19,351","12,617","7,178","829","22"
"경상북도 영천시 금호읍(4723025000)","10,811","10,811","384","466","920","746","1,195","2,198","2,360","1,586","865","89","2"
"경상북도 영천시 청통면(4723031000)","4,030","4,030","103","129","273","266","344","707","1,057","713","391","46","1"
"경상북도 영천시 신녕면(4723032000)","3,828","3,828","99","207","211","202","334","636","959","692","433","54","1"
"경상북도 영천시 화산면(4723033000)","3,177","3,177","70","94","162","165","263","566","784","617","407","48","1"
"경상북도 영천시 화북면(4723034000)","2,224","2,224","59","96","115","89","164","397","585","387","287","43","2"
"경상북도 영천시 화남면(4723035000)","3,195","3,195","75","128","180","161","229","591","846","597","339","48","1"
"경상북도 영천시 자양면(4723036000)","1,226","1,226","15","39","80","42","67","262","313","222","164","21","1"
"경상북도 영천시 임고면(4723037000)","4,203","4,203","113","138","252","207","353","699","1,018","860","506","57","0"
"경상북도 영천시 고경면(4723038000)","5,753","5,753","241","209","859","438","495","828","1,162","910","556","54","1"
"경상북도 영천시 북안면(4723039000)","4,414","4,414","78","127","245","223","385","761","1,141","850","537","63","4"
"경상북도 영천시 대창면(4723040000)","3,059","3,059","84","84","195","189","241","544","858","509","314","40","1"
"경상북도 영천시 동부동(4723051000)","28,406","28,406","2,340","2,783","3,402","3,358","4,492","5,089","3,951","1,900","981","106","4"
"경상북도 영천시 중앙동(4723052000)","9,662","9,662","723","926","1,230","1,083","1,456","1,643","1,338","814","404","44","1"
"경상북도 영천시 서부동(4723053500)","4,707","4,707","160","268","479","371","508","862","979","687","353","39","1"
"경상북도 영천시 완산동(4723054000)","9,063","9,063","858","757","987","1,247","1,402","1,447","1,230","758","343","33","1"
"경상북도 영천시 남부동(4723055500)","4,098","4,098","230","194","368","425","478","776","770","515","298","44","0"
"경상북도 상주시 (4725000000)","96,160","96,160","5,001","7,459","7,832","7,183","11,119","16,290","18,960","12,394","8,553","1,331","38"
"경상북도 상주시 함창읍(4725025000)","6,465","6,465","269","525","382","424","694","1,049","1,379","942","696","98","7"
"경상북도 상주시 중동면(4725031000)","1,389","1,389","41","58","65","70","103","225","316","291","194","26","0"
"경상북도 상주시 사벌국면(4725032500)","3,838","3,838","107","167","189","203","326","610","903","652","581","96","4"
"경상북도 상주시 낙동면(4725033000)","2,961","2,961","82","145","163","115","225","481","670","545","447","84","4"
"경상북도 상주시 낙동면동부출장소(4725033500)","981","981","26","32","51","34","71","198","235","147","167","20","0"
"경상북도 상주시 청리면(4725034000)","2,609","2,609","81","95","135","146","189","419","646","460","378","58","2"
"경상북도 상주시 공성면(4725035000)","3,954","3,954","96","225","184","191","295","621","1,001","738","521","80","2"
"경상북도 상주시 외남면(4725036000)","1,649","1,649","54","66","72","78","133","279","391","295","237","44","0"
"경상북도 상주시 내서면(4725037000)","1,910","1,910","48","72","93","91","129","357","527","319","246","28","0"
"경상북도 상주시 모동면(4725038000)","2,559","2,559","94","148","155","127","248","485","665","378","227","29","3"
"경상북도 상주시 모서면(4725039000)","1,748","1,748","59","67","95","88","147","323","457","276","203","33","0"
"경상북도 상주시 모서면서부출장소(4725039500)","760","760","25","39","31","43","58","141","202","114","96","11","0"
"경상북도 상주시 화동면(4725040000)","1,943","1,943","49","105","88","102","155","375","473","339","210","47","0"
"경상북도 상주시 화서면(4725041000)","2,774","2,774","151","146","135","177","250","507","641","409","320","38","0"
"경상북도 상주시 화북면(4725042000)","1,213","1,213","25","61","63","63","115","253","280","188","143","21","1"
"경상북도 상주시 화북면서부출장소(4725042600)","330","330","4","11","13","9","24","66","101","53","43","6","0"
"경상북도 상주시 외서면(4725043000)","2,694","2,694","89","144","118","134","278","465","621","446","346","51","2"
"경상북도 상주시 은척면(4725044000)","1,129","1,129","20","47","36","32","76","160","310","246","173","27","2"
"경상북도 상주시 은척면북부출장소(4725044500)","375","375","6","20","10","8","21","70","78","70","81","11","0"
"경상북도 상주시 공검면(4725045000)","2,118","2,118","35","92","93","92","166","293","539","406","339","62","1"
"경상북도 상주시 이안면(4725046000)","2,021","2,021","55","84","92","71","184","294","443","408","323","65","2"
"경상북도 상주시 화남면(4725047000)","813","813","30","32","47","33","64","160","188","140","96","23","0"
"경상북도 상주시 남원동(4725052000)","12,058","12,058","862","1,313","1,267","1,218","1,732","2,050","1,904","1,107","526","77","2"
"경상북도 상주시 북문동(4725053000)","9,012","9,012","707","827","972","1,008","1,341","1,535","1,474","716","377","55","0"
"경상북도 상주시 계림동(4725054000)","8,146","8,146","585","831","760","824","1,180","1,387","1,258","762","493","64","2"
"경상북도 상주시 동문동(4725055000)","8,172","8,172","550","743","848","728","1,116","1,495","1,327","837","457","68","3"
"경상북도 상주시 동성동(4725056000)","3,564","3,564","162","330","294","249","479","605","666","473","264","42","0"
"경상북도 상주시 신흥동(4725057000)","8,975","8,975","689","1,034","1,381","825","1,320","1,387","1,265","637","369","67","1"
"경상북도 문경시 (4728000000)","71,242","71,242","3,897","5,503","6,219","5,528","8,603","11,816","13,933","9,128","5,734","842","39"
"경상북도 문경시 문경읍(4728025000)","5,848","5,848","206","366","369","359","595","1,000","1,332","957","572","81","11"
"경상북도 문경시 문경읍갈평출장소(4728025100)","1,110","1,110","35","60","69","49","91","223","278","169","118","18","0"
"경상북도 문경시 가은읍(4728025300)","3,215","3,215","106","148","163","154","256","520","753","569","467","77","2"
"경상북도 문경시 가은읍북부출장소(4728025400)","854","854","11","39","34","45","75","183","222","140","91","13","1"
"경상북도 문경시 영순면(4728031000)","2,452","2,452","56","271","143","87","181","327","588","384","354","61","0"
"경상북도 문경시 산양면(4728032000)","3,095","3,095","93","126","191","161","259","477","744","541","421","81","1"
"경상북도 문경시 호계면(4728033000)","2,388","2,388","40","151","330","101","169","377","546","352","281","41","0"
"경상북도 문경시 산북면(4728034000)","2,781","2,781","60","104","151","118","214","471","671","510","417","60","5"
"경상북도 문경시 동로면(4728035000)","1,965","1,965","83","80","89","99","173","343","529","315","219","35","0"
"경상북도 문경시 마성면(4728036000)","3,582","3,582","96","119","223","203","285","621","786","682","497","65","5"
"경상북도 문경시 농암면(4728037000)","2,651","2,651","78","86","126","130","184","499","685","461","329","68","5"
"경상북도 문경시 점촌1동(4728057000)","5,804","5,804","354","401","524","545","704","971","1,174","734","363","33","1"
"경상북도 문경시 점촌2동(4728058000)","7,118","7,118","442","575","625","647","864","1,102","1,423","950","436","52","2"
"경상북도 문경시 점촌3동(4728059000)","8,966","8,966","614","844","848","763","1,317","1,516","1,588","935","475","63","3"
"경상북도 문경시 점촌4동(4728060000)","3,140","3,140","121","150","202","250","317","516","702","517","329","35","1"
"경상북도 문경시 점촌5동(4728061000)","16,273","16,273","1,502","1,983","2,132","1,817","2,919","2,670","1,912","912","365","59","2"
"경상북도 경산시 (4729000000)","267,453","267,453","19,977","22,925","36,455","33,142","41,672","45,526","36,924","19,913","9,696","1,189","34"
"경상북도 경산시 하양읍(4729025000)","27,145","27,145","1,812","2,858","4,081","2,824","4,290","4,447","3,453","2,172","1,092","111","5"
"경상북도 경산시 진량읍(4729025300)","35,686","35,686","2,245","3,312","5,332","3,843","6,063","6,926","4,324","2,321","1,186","131","3"
"경상북도 경산시 압량읍(4729025600)","20,734","20,734","2,228","1,200","3,116","3,980","3,037","2,796","2,407","1,236","651","80","3"
"경상북도 경산시 와촌면(4729031000)","5,789","5,789","141","256","469","446","596","1,148","1,404","808","461","59","1"
"경상북도 경산시 자인면(4729033000)","5,495","5,495","134","247","444","392","591","991","1,343","837","456","57","3"
"경상북도 경산시 용성면(4729034000)","3,313","3,313","71","104","201","196","270","564","871","615","369","51","1"
"경상북도 경산시 남산면(4729035000)","3,705","3,705","115","153","249","215","358","687","900","582","380","63","3"
"경상북도 경산시 남천면(4729037000)","2,951","2,951","78","100","236","178","269","568","715","509","251","45","2"
"경상북도 경산시 중방동(4729051000)","9,796","9,796","527","571","1,507","1,156","1,246","1,869","1,763","796","323","38","0"
"경상북도 경산시 중앙동(4729052000)","6,438","6,438","201","389","954","674","778","1,251","1,164","636","358","32","1"
"경상북도 경산시 남부동(4729053000)","19,924","19,924","1,928","1,983","2,017","2,546","3,530","3,001","2,672","1,519","644","83","1"
"경상북도 경산시 서부1동(4729054100)","35,776","35,776","2,603","3,863","4,324","3,797","6,108","6,155","4,985","2,602","1,186","149","4"
"경상북도 경산시 서부2동(4729054200)","35,725","35,725","3,814","2,910","4,468","5,368","5,648","6,035","4,324","2,160","897","98","3"
"경상북도 경산시 북부동(4729055000)","16,143","16,143","958","780","3,737","2,761","2,174","2,447","1,899","927","404","56","0"
"경상북도 경산시 동부동(4729056000)","38,833","38,833","3,122","4,199","5,320","4,766","6,714","6,641","4,700","2,193","1,038","136","4"
"경상북도 군위군 (4772000000)","22,880","22,880","627","917","1,419","1,235","2,045","4,109","5,529","3,987","2,662","336","14"
"경상북도 군위군 군위읍(4772025000)","8,092","8,092","387","562","695","597","1,065","1,475","1,546","1,046","634","79","6"
"경상북도 군위군 소보면(4772031000)","2,274","2,274","38","45","93","99","132","437","574","445","363","46","2"
"경상북도 군위군 효령면(4772032000)","3,732","3,732","89","123","241","174","294","669","1,009","673","407","52","1"
"경상북도 군위군 부계면(4772033000)","2,018","2,018","37","43","131","98","130","386","540","359","255","39","0"
"경상북도 군위군 우보면(4772034000)","1,946","1,946","13","37","96","74","119","340","517","409","308","32","1"
"경상북도 군위군 의흥면(4772035000)","2,343","2,343","37","66","87","100","161","376","613","513","347","39","4"
"경상북도 군위군 산성면(4772036000)","1,163","1,163","15","23","32","47","63","189","324","251","196","23","0"
"경상북도 군위군 삼국유사면(4772038000)","1,312","1,312","11","18","44","46","81","237","406","291","152","26","0"
"경상북도 의성군 (4773000000)","51,042","51,042","1,845","2,219","2,985","3,089","4,516","8,339","12,116","8,839","6,247","820","27"
"경상북도 의성군 의성읍(4773025000)","13,098","13,098","754","1,012","1,088","1,124","1,701","2,130","2,552","1,697","916","123","1"
